Id	DESC	szString	type_1	type_2
3294		你姥	1	1
3295		你姥姥的	1	1
3296		你妈	1	1
3297		你妈逼	1	1
3298		你妈比	1	1
3299		你妈的	1	1
3300		你妈靠	1	1
3301		你妈了妹	1	1
3302		你媽	1	1
3303		你媽逼	1	1
3304		你媽比	1	1
3305		你媽的	1	1
3306		你媽了妹	1	1
3307		你娘	1	1
3308		你说我说论坛	1	1
3309		你說我說論壇	1	1
3310		你爷爷的	1	1
3311		你爺	1	1
3312		妳老母的	1	1
3313		妳妈的	1	1
3314		妳马的	1	1
3315		妳娘的	1	1
3316		娘饿比	1	1
3317		娘餓比	1	1
3318		鸟GM	1	1
3319		鸟你	1	1
3320		尿	1	1
3321		捏你鶏巴	1	1
3322		聂荣臻	1	1
3323		宁夏爆乱	1	1
3324		牛B	1	1
3325		牛B，牛比	1	1
3326		牛B靠	1	1
3327		牛逼	1	1
3328		牛逼靠	1	1
3329		牛比	1	1
3330		牛比靠	1	1
3331		农业部	1	1
3332		侬着冈峦	1	1
3333		侬着卵抛	1	1
3334		儂著岡巒	1	1
3335		儂著卵拋	1	1
3336		虐待	1	1
3337		儺	1	1
3338		諾姆	1	1
3339		女干	1	1
3340		女幹	1	1
3341		帕萨特	1	1
3342		拍肩神药	1	1
3343		潘國平	1	1
3344		蹣	1	1
3345		龐建國	1	1
3346		泡沫經濟	1	1
3347		轡	1	1
3348		喷你	1	1
3349		噴你	1	1
3350		朋友们注意	1	1
3351		皮条	1	1
3352		皮条客	1	1
3353		皮條客	1	1
3354		羆	1	1
3355		屁眼	1	1
3356		諞	1	1
3357		嫖娼	1	1
3358		嫖客	1	1
3359		苹果日报	1	1
3360		潑婦	1	1
3361		潑婦	1	1
3362		破坏	1	1
3363		破鞋	1	1
3364		歧视和压制	1	1
3365		骑她	1	1
3366		齊墨	1	1
3367		齊諾	1	1
3368		騎你	1	1
3369		起义	1	1
3370		气象局	1	1
3371		磧	1	1
3372		僉	1	1
3373		钱其琛	1	1
3374		鈐	1	1
3375		潜入	1	1
3376		錢達	1	1
3377		錢國梁	1	1
3378		錢其琛	1	1
3379		欠干	1	1
3380		欠骑	1	1
3381		欠人骑	1	1
3382		槧	1	1
3383		枪毙	1	1
3384		枪击	1	1
3385		枪击事件	1	1
3386		枪决女犯	1	1
3387		枪决现场	1	1
3388		枪支弹药	1	1
3389		錆	1	1
3390		强奸	1	1
3391		强奸犯	1	1
3392		强卫	1	1
3393		强效失意药	1	1
3394		强硬发言	1	1
3395		抢劫	1	1
3396		乔石	1	1
3397		侨办	1	1
3398		桥梁	1	1
3399		喬石	1	1
3400		嶠	1	1
3401		譙	1	1
3402		鞽	1	1
3403		切七	1	1
3404		窃听器	1	1
3405		窃听器材	1	1
3406		篋	1	1
3407		亲美	1	1
3408		亲民党	1	1
3409		亲日	1	1
3410		禽獸	1	1
3411		唚	1	1
3412		青天白日	1	1
3413		轻舟快讯	1	1
3414		輕舟快訊	1	1
3415		情妇	1	1
3416		情婦	1	1
3417		情色	1	1
3418		情兽	1	1
3419		情獸	1	1
3420		檾	1	1
3421		慶紅	1	1
3422		親美	1	1
3423		親民黨	1	1
3424		親日	1	1
3425		丘垂貞	1	1
3426		詘	1	1
3427		瞿溪	1	1
3428		曲靖	1	1
3429		曲靖黑帮	1	1
3430		曲利平	1	1
3431		去你的	1	1
3432		去你妈	1	1
3433		去你妈的	1	1
3434		去你媽的	1	1
3435		去妳的	1	1
3436		去妳妈	1	1
3437		去死	1	1
3438		去他妈	1	1
3439		去她妈	1	1
3440		闃	1	1
3441		棬	1	1
3442		全国两会	1	1
3443		全国人大	1	1
3444		全國兩會	1	1
3445		全國人大	1	1
3446		犬	1	1
3447		綣	1	1
3448		瘸腿帮	1	1
3449		瘸腿幫	1	1
3450		愨	1	1
3451		群P	1	1
3452		燃烧的西藏	1	1
3453		让你操	1	1
3454		讓你操	1	1
3455		热比娅	1	1
3456		热站政论网	1	1
3457		熱比婭	1	1
3458		熱站政論網	1	1
3459		人大代表	1	1
3460		人代会	1	1
3461		人弹	1	1
3462		人民报	1	1
3463		人民报讯	1	1
3464		人民報	1	1
3465		人民大会堂	1	1
3466		人民大會堂	1	1
3467		人民大众时事参考	1	1
3468		人民广场	1	1
3469		人民內情真相	1	1
3470		人民内情真相	1	1
3471		人民日报	1	1
3472		人民银行	1	1
3473		人民真实	1	1
3474		人民真实报道	1	1
3475		人民真實	1	1
3476		人民之声论坛	1	1
3477		人民之聲論壇	1	1
3478		人权	1	1
3479		人權	1	1
3480		人体炸弹	1	1
3481		人员密集	1	1
3482		日GM	1	1
3483		日X妈	1	1
3484		日本	1	1
3485		日本RING	1	1
3486		日本帝国	1	1
3487		日本帝國	1	1
3488		日本鬼子	1	1
3489		日本人	1	1
3490		日军	1	1
3491		日軍	1	1
3492		日妈的	1	1
3493		日內瓦金融	1	1
3494		日你	1	1
3495		日你姐	1	1
3496		日你老母	1	1
3497		日你妈	1	1
3498		日你妈靠	1	1
3499		日你媽	1	1
3500		日你妹	1	1
3501		日你奶	1	1
3502		日你娘	1	1
3503		日你全家	1	1
3504		日你爷爷	1	1
3505		日你爺爺	1	1
3506		日死	1	1
3507		日他娘	1	1
3508		肉棒	1	1
3509		肉壁	1	1
3510		肉洞	1	1
3511		肉缝	1	1
3512		肉棍	1	1
3513		肉棍子	1	1
3514		肉壶	1	1
3515		肉穴	1	1
3516		乳波臀浪	1	1
3517		乳房	1	1
3518		乳峰	1	1
3519		乳交	1	1
3520		乳头	1	1
3521		乳頭	1	1
3522		乳晕	1	1
3523		乳暈	1	1
3524		瑞士金融大學	1	1
3525		撒尿	1	1
3526		萨达姆	1	1
3527		薩達姆	1	1
3528		塞你爸	1	1
3529		塞你公	1	1
3530		塞你老母	1	1
3531		塞你老师	1	1
3532		塞你母	1	1
3533		塞你娘	1	1
3534		赛你娘	1	1
3535		赛妳娘	1	1
3536		赛他娘	1	1
3537		赛她娘	1	1
3538		三K党	1	1
3539		三K黨	1	1
3540		三个呆婊	1	1
3541		三个代表	1	1
3542		三个代婊	1	1
3543		三個代表	1	1
3544		三级片	1	1
3545		三級片	1	1
3546		三民主义	1	1
3547		三陪	1	1
3548		三陪女	1	1
3549		三去车仑	1	1
3550		三去车仑工力	1	1
3551		三去車侖工力	1	1
3552		三唑仑	1	1
3553		氵去	1	1
3554		氵去车仑工力	1	1
3555		氵去車侖工力	1	1
3556		毿	1	1
3557		糝	1	1
3558		骚	1	1
3559		骚B	1	1
3560		骚棒	1	1
3561		骚包	1	1
3562		骚逼	1	1
3563		骚棍	1	1
3564		骚货	1	1
3565		骚鶏	1	1
3566		骚卵	1	1
3567		騷B	1	1
3568		騷棒	1	1
3569		騷包	1	1
3570		騷逼	1	1
3571		騷棍	1	1
3572		騷貨	1	1
3573		騷鶏	1	1
3574		騷卵	1	1
3575		色情	1	1
3576		色情电影	1	1
3577		色情服务	1	1
3578		色情靠	1	1
3579		色情小电影	1	1
3580		杀佛	1	1
3581		杀光	1	1
3582		杀劫	1	1
3583		杀恐怖分子	1	1
3584		杀你全家	1	1
3585		杀你一家	1	1
3586		杀人	1	1
3587		杀人犯	1	1
3588		杀人魔	1	1
3589		沙甸	1	1
3590		殺你全家	1	1
3591		殺你一家	1	1
3592		殺人）	1	1
3593		殺人犯	1	1
3594		傻B	1	1
3595		傻B靠	1	1
3596		傻屄	1	1
3597		傻逼	1	1
3598		傻逼靠	1	1
3599		傻比	1	1
3600		傻吊	1	1
3601		傻卵	1	1
3602		傻鳥	1	1
3603		傻子	1	1
3604		煞逼	1	1
3605		煞笔	1	1
3606		煞笔靠	1	1
3607		煞筆	1	1
3608		釃	1	1
3609		山口组	1	1
3610		山口組	1	1
3611		删 号	1	1
3612		删 号靠	1	1
3613		删号	1	1
3614		删号靠	1	1
3615		商务部	1	1
3616		上訪	1	1
3617		上海帮	1	1
3618		上海幫	1	1
3619		上海孤兒院	1	1
3620		上你	1	1
3621		上妳	1	1
3622		上塘路	1	1
3623		尚义街	1	1
3624		少数民族	1	1
3625		社.会.正.义.力.量	1	1
3626		社保基金会	1	1
3627		社会主义	1	1
3628		社會主義	1	1
3629		社科院	1	1
3630		厙	1	1
3631		射精	1	1
3632		射了还说要	1	1
3633		射了還說要	1	1
3634		身份生成器	1	1
3635		身份证	1	1
3636		深度透视藏人自焚	1	1
3637		神经病	1	1
3638		神經病	1	1
3639		神通加持法	1	1
3640		审计署	1	1
3641		升达毕业证	1	1
3642		升天	1	1
3643		生春袋	1	1
3644		生孩子沒屁眼	1	1
3645		生孩子没屁眼	1	1
3646		生鸦片	1	1
3647		圣城拉萨的哭泣	1	1
3648		圣母	1	1
3649		圣女峰	1	1
3650		圣战	1	1
3651		圣战组织	1	1
3652		盛華仁	1	1
3653		聖戰	1	1
3654		湿了	1	1
3655		湿了还说不要	1	1
3656		湿了还说要	1	1
3657		湿透的内裤	1	1
3658		濕了還說不要	1	1
3659		濕了還說要	1	1
3660		十八摸	1	1
3661		十六大	1	1
3662		十年动乱	1	1
3663		十五周年	1	1
3664		时代论坛	1	1
3665		时事论坛	1	1
3666		食捻屎	1	1
3667		食屎	1	1
3668		時代論壇	1	1
3669		時事論壇	1	1
3670		驶你爸	1	1
3671		驶你公	1	1
3672		驶你老母	1	1
3673		驶你老师	1	1
3674		驶你母	1	1
3675		驶你娘	1	1
3676		屎	1	1
3677		屎你娘	1	1
3678		屎妳娘	1	1
3679		示威	1	1
3680		世界经济导报	1	1
3681		世界經濟導報	1	1
3682		世界日报	1	1
3683		市民	1	1
3684		市中心	1	1
3685		事實獨立	1	1
3686		是鸡	1	1
3687		貰	1	1
3688		释迦牟尼	1	1
3689		收费站	1	1
3690		手机复制	1	1
3691		手淫	1	1
3692		受虐狂	1	1
3693		售ID	1	1
3694		售号	1	1
3695		售软件	1	1
3696		攄	1	1
3697		数据中国	1	1
3698		數據中國	1	1
3699		双峰微颤	1	1
3700		双十节	1	1
3701		雙十節	1	1
3702		爽你	1	1
3703		水滸	1	1
3704		水利部	1	1
3705		水利局	1	1
3706		水去车仑	1	1
3707		稅力	1	1
3708		税务总局	1	1
3709		说藏语	1	1
3710		司法部	1	1
3711		司馬晋	1	1
3712		司馬璐	1	1
3713		司徒華	1	1
3714		私/服	1	1
3715		私\\服	1	1
3716		私处	1	1
3717		私處	1	1
3718		私服	1	1
3719		私-服	1	1
3720		私—服	1	1
3721		思科羅	1	1
3722		斯大林	1	1
3723		斯諾	1	1
3724		斯皮爾德	1	1
3725		死gd	1	1
3726		死gm	1	1
3727		死全家	1	1
3728		死亡	1	1
3729		四川独	1	1
3730		四川独立	1	1
3731		四川獨	1	1
3732		四川獨立	1	1
3733		四人帮	1	1
3734		四人幫	1	1
3735		四水六岗	1	1
3736		宋書元	1	1
3737		藪	1	1
3738		蘇南成	1	1
3739		蘇紹智	1	1
3740		蘇曉康	1	1
3741		蘇盈貴	1	1
3742		蘇貞昌	1	1
3743		誶	1	1
3744		孫大千	1	1
3745		孫中山	1	1
3746		他爹	1	1
3747		他干	1	1
3748		他妈	1	1
3749		他妈的	1	1
3750		他妈的靠	1	1
3751		他妈靠	1	1
3752		他媽	1	1
3753		他媽的	1	1
3754		他嗎的	1	1
3755		他马的	1	1
3756		他吗的	1	1
3757		他母亲	1	1
3758		他母親	1	1
3759		他娘	1	1
3760		他祖宗	1	1
3761		她妈	1	1
3762		她妈的	1	1
3763		她妈靠	1	1
3764		她媽	1	1
3765		她娘	1	1
3766		塔利班	1	1
3767		塔內	1	1
3768		塔烏	1	1
3769		鰨	1	1
3770		闥	1	1
3771		台办	1	1
3772		台独	1	1
3773		台独靠	1	1
3774		台联	1	1
3775		台盟	1	1
3776		台湾党	1	1
3777		台湾帝国	1	1
3778		台湾独	1	1
3779		台湾独立	1	1
3780		台湾共产党	1	1
3781		台湾共和国	1	1
3782		台湾狗	1	1
3783		台湾国	1	1
3784		台湾建国运动组织	1	1
3785		台湾民国	1	1
3786		台湾青年独立联盟	1	1
3787		台湾政论区	1	1
3788		台湾自由联盟	1	1
3789		臺盟	1	1
3790		臺灣帝國	1	1
3791		臺灣獨	1	1
3792		臺灣獨立	1	1
3793		臺灣共産黨	1	1
3794		臺灣狗	1	1
3795		臺灣建國運動組織	1	1
3796		臺灣民國	1	1
3797		臺灣青年獨立聯盟	1	1
3798		臺灣政論區	1	1
3799		臺灣自由聯盟	1	1
3800		太监	1	1
3801		太監	1	1
3802		太子党	1	1
3803		湯光中	1	1
3804		唐柏橋	1	1
3805		唐家璇	1	1
3806		桃源湖	1	1
3807		淘宝	1	1
3808		淘宝靠	1	1
3809		鞀	1	1
3810		特别公告	1	1
3811		特码	1	1
3812		謄	1	1
3813		体育总局	1	1
3814		天安门	1	1
3815		天安门档案	1	1
3816		天安门录像带	1	1
3817		天安门录影带	1	1
3818		天安门事件	1	1
3819		天安门屠杀	1	1
3820		天安门一代	1	1
3821		天安門	1	1
3822		天安門錄影帶	1	1
3823		天安門事件	1	1
3824		天安門屠殺	1	1
3825		天安門一代	1	1
3826		天鹅之旅	1	1
3827		天皇	1	1
3828		天皇陛下	1	1
3829		天閹	1	1
3830		天主教	1	1
3831		田纪云	1	1
3832		田紀雲	1	1
3833		舔西	1	1
3834		调理劳务系	1	1
3835		跳大神	1	1
3836		铁道部	1	1
3837		同伙	1	1
3838		统独	1	1
3839		统独论坛	1	1
3840		统计局	1	1
3841		统一服装	1	1
3842		统战	1	1
3843		統獨	1	1
3844		統獨論壇	1	1
3845		統戰	1	1
3846		头戴白帽	1	1
3847		投毒杀人	1	1
3848		頭領奧馬	1	1
3849		透视软件	1	1
3850		透视眼镜	1	1
3851		突厥斯坦	1	1
3852		图案衣服	1	1
3853		屠杀	1	1
3854		屠殺	1	1
3855		屠宰藏民	1	1
3856		吐蕃之友会	1	1
3857		摶	1	1
3858		推油	1	1
3859		退党	1	1
3860		托管理事会	1	1
3861		脱逃	1	1
3862		鼉	1	1
3863		籜	1	1
3864		膃	1	1
3865		咼	1	1
3866		外　挂	1	1
3867		外/挂	1	1
3868		外\\挂	1	1
3869		外_挂	1	1
3870		外挂	1	1
3871		外-挂	1	1
3872		外—挂	1	1
3873		外汇局	1	1
3874		外交部	1	1
3875		外交论坛	1	1
3876		外交論壇	1	1
3877		外交与方略	1	1
3878		外交與方略	1	1
3879		外专局	1	1
3880		晚年周恩来	1	1
3881		万税	1	1
3882		万维读者论坛	1	1
3883		萬里	1	1
3884		萬潤南	1	1
3885		萬維讀者論壇	1	1
3886		萬曉東	1	1
3887		王八蛋	1	1
3888		王寶森	1	1
3889		王超華	1	1
3890		王輔臣	1	1
3891		王剛	1	1
3892		王涵萬	1	1
3893		王洪文	1	1
3894		王滬寧	1	1
3895		王軍濤	1	1
3896		王岐山	1	1
3897		王潤生	1	1
3898		王世堅	1	1
3899		王世勛	1	1
3900		王秀麗	1	1
3901		王樂泉	1	1
3902		王兆國	1	1
3903		网管	1	1
3904		網禪	1	1
3905		網特	1	1
3906		威而钢	1	1
3907		威而柔	1	1
3908		维吾尔人	1	1
3909		维吾尔族	1	1
3910		维族灭绝	1	1
3911		维族男子	1	1
3912		伟哥	1	1
3913		猥褻	1	1
3914		卫生部	1	1
3915		尉建军	1	1
3916		尉建軍	1	1
3917		尉健行	1	1
3918		温B	1	1
3919		温逼	1	1
3920		温比	1	1
3921		温加宝	1	1
3922		温家宝	1	1
3923		温家宝靠	1	1
3924		温家保	1	1
3925		温馨	1	1
3926		温州	1	1
3927		温州路口	1	1
3928		温总理	1	1
3929		溫B	1	1
3930		溫逼	1	1
3931		溫比	1	1
3932		溫家寶	1	1
3933		溫元凱	1	1
3934		瘟家宝	1	1
3935		文化部	1	1
3936		文物局	1	1
3937		倭国	1	1
3938		倭寇	1	1
3939		我操	1	1
3940		我操靠	1	1
3941		我操你	1	1
3942		我草	1	1
3943		我干	1	1
3944		我奸	1	1
3945		我靠	1	1
3946		我咧干	1	1
3947		我妳老爸	1	1
3948		我日	1	1
3949		我日靠	1	1
3950		我日你	1	1
3951		沃尔开西	1	1
3952		无邦国	1	1
3953		无帮国	1	1
3954		无帮过	1	1
3955		无辜平民	1	1
3956		无界浏览器	1	1
3957		无限期绝食	1	1
3958		吴邦国	1	1
3959		吴帮国	1	1
3960		吴官正	1	1
3961		吳百益	1	1
3962		吳敦義	1	1
3963		吳方城	1	1
3964		吳弘達	1	1
3965		吳宏達	1	1
3966		吳仁華	1	1
3967		吳淑珍	1	1
3968		吳學璨	1	1
3969		吳學燦	1	1
3970		吳育升	1	1
3971		吳志芳	1	1
3972		無界瀏覽器	1	1
3973		五华区	1	1
3974		五省藏区	1	1
3975		五星红旗	1	1
3976		武警	1	1
3977		武力镇压	1	1
3978		西藏3.14事件	1	1
3979		西藏的命运	1	1
3980		西藏的内部斗争	1	1
3981		西藏的现在—遥远的拉萨	1	1
3982		西藏的自焚：世界的耻辱	1	1
3983		西藏独	1	1
3984		西藏独立	1	1
3985		西藏独立宣言	1	1
3986		西藏獨）	1	1
3987		西藏分裂	1	1
3988		西藏高度自治	1	1
3989		西藏高度自治备忘录	1	1
3990		西藏国	1	1
3991		西藏流亡政府	1	1
3992		西藏名副其实的自治	1	1
3993		西藏人民议会	1	1
3994		西藏人权	1	1
3995		西藏人权与民主促进中心	1	1
3996		西藏天葬	1	1
3997		西藏问题	1	1
3998		西藏问题整理1	1	1
3999		吸毒	1	1
4000		希拉克	1	1
4001		希特勒	1	1
4002		希望之声	1	1
4003		习近平	1	1
4004		习远平	1	1
4005		袭击	1	1
4006		袭近平	1	1
4007		洗脑班	1	1
4008		洗腦	1	1
4009		系统消息	1	1
4010		系统讯息	1	1
4011		系統	1	1
4012		系統公告	1	1
4013		系統消息	1	1
4014		细菌	1	1
4015		郤	1	1
4016		餼	1	1
4017		下毒	1	1
4018		下贱	1	1
4019		下賤	1	1
4020		下体	1	1
4021		下體	1	1
4022		先奸后杀	1	1
4023		薟	1	1
4024		鮮族	1	1
4025		現金交易	1	1
4026		乡巴佬	1	1
4027		想上你	1	1
4028		項懷誠	1	1
4029		項小吉	1	1
4030		小B样	1	1
4031		小B樣	1	1
4032		小比样	1	1
4033		小參考	1	1
4034		小鸡鸡	1	1
4035		小鶏鶏	1	1
4036		小姐兼职	1	1
4037		小泉纯一郎	1	1
4038		小泉純一郎	1	1
4039		小日本	1	1
4040		小肉粒	1	1
4041		小乳头	1	1
4042		小穴	1	1
4043		邪教	1	1
4044		謝長廷	1	1
4045		謝深山	1	1
4046		謝選駿	1	1
4047		謝中之	1	1
4048		辛灝年	1	1
4049		新党	1	1
4050		新观察论坛	1	1
4051		新觀察論壇	1	1
4052		新光明	1	1
4053		新华举报	1	1
4054		新华内情	1	1
4055		新华社	1	1
4056		新华通论坛	1	1
4057		新華舉報	1	1
4058		新華內情	1	1
4059		新華通論壇	1	1
4060		新疆7.5事件	1	1
4061		新疆歹徒	1	1
4062		新疆独	1	1
4063		新疆独立	1	1
4064		新疆獨	1	1
4065		新疆分裂	1	1
4066		新疆国	1	1
4067		新疆恐怖分子	1	1
4068		新疆恐怖人员	1	1
4069		新疆人	1	1
4070		新街邮电口	1	1
4071		新生网	1	1
4072		新生網	1	1
4073		新手指导员	1	1
4074		新唐人	1	1
4075		新闻办	1	1
4076		新闻出版	1	1
4077		新闻出版署	1	1
4078		新闻出版总署	1	1
4079		新闻封锁	1	1
4080		新闻管制	1	1
4081		新聞出版總署	1	1
4082		新聞封鎖	1	1
4083		新义安	1	1
4084		新義安	1	1
4085		新语丝	1	1
4086		新語絲	1	1
4087		新月星星	1	1
4088		信房	1	1
4089		信访局	1	1
4090		信息	1	1
4091		信息产业部	1	1
4092		信仰自由	1	1
4093		信用危機	1	1
4094		星星月亮	1	1
4095		星月服	1	1
4096		邢錚	1	1
4097		兴奋剂	1	1
4098		性爱	1	1
4099		性愛	1	1
4100		性病	1	1
4101		性高潮	1	1
4102		性交	1	1
4103		性交靠	1	1
4104		性虐	1	1
4105		性虐待	1	1
4106		性无能	1	1
4107		性無能	1	1
4108		性欲	1	1
4109		徐國舅	1	1
4110		諼	1	1
4111		薛偉	1	1
4112		穴	1	1
4113		学潮	1	1
4114		学联	1	1
4115		学运	1	1
4116		学自联	1	1
4117		學潮	1	1
4118		學聯	1	1
4119		學運	1	1
4120		學自聯	1	1
4121		澩	1	1
4122		雪域烈焰?藏人自焚	1	1
4123		血逼	1	1
4124		血腥	1	1
4125		血腥图片	1	1
4126		血债血偿	1	1
4127		巡查员	1	1
4128		丫的	1	1
4129		丫头养的	1	1
4130		鸦片	1	1
4131		鸦片液	1	1
4132		鸦片渣	1	1
4133		烟草局	1	1
4134		阉狗	1	1
4135		閹狗	1	1
4136		严方军	1	1
4137		严控	1	1
4138		严重	1	1
4139		颜射	1	1
4140		閻明複	1	1
4141		顔清標	1	1
4142		顔慶章	1	1
4143		顔射	1	1
4144		嚴家其	1	1
4145		嚴家祺	1	1
4146		燕玲论坛	1	1
4147		央视内部晚会	1	1
4148		央視內部晚會	1	1
4149		羊肉串	1	1
4150		阳精	1	1
4151		阳具	1	1
4152		阳痿	1	1
4153		阳物	1	1
4154		陽具	1	1
4155		陽痿	1	1
4156		陽物	1	1
4157		楊懷安	1	1
4158		楊建利	1	1
4159		楊巍	1	1
4160		楊月清	1	1
4161		楊周	1	1
4162		姚羅	1	1
4163		姚文元	1	1
4164		姚月謙	1	1
4165		摇头丸	1	1
4166		摇头玩	1	1
4167		搖頭丸	1	1
4168		耶和华	1	1
4169		耶苏	1	1
4170		耶稣	1	1
4171		耶穌	1	1
4172		野鶏	1	1
4173		叶剑英	1	1
4174		夜話紫禁城	1	1
4175		夜情	1	1
4176		葉菊蘭	1	1
4177		一边一国	1	1
4178		一党专制	1	1
4179		一贯道	1	1
4180		一国两制	1	1
4181		一陀粪	1	1
4182		一陀糞	1	1
4183		一位汉族女孩子致全体藏族同胞的一封信	1	1
4184		一夜情	1	1
4185		一中一台	1	1
4186		伊拉克	1	1
4187		伊朗	1	1
4188		伊力哈木	1	1
4189		伊斯兰	1	1
4190		伊斯兰亚格林尼斯	1	1
4191		伊斯蘭	1	1
4192		伊斯蘭亞格林尼斯	1	1
4193		移民	1	1
4194		遗精	1	1
4195		遺精	1	1
4196		以茎至洞	1	1
4197		异见人士	1	1
4198		异見人士	1	1
4199		异议人士	1	1
4200		异議人士	1	1
4201		抑制剂	1	1
4202		易丹軒	1	1
4203		阴部	1	1
4204		阴唇	1	1
4205		阴道	1	1
4206		阴蒂	1	1
4207		阴核	1	1
4208		阴户	1	1
4209		阴茎	1	1
4210		阴精	1	1
4211		阴毛	1	1
4212		阴门	1	1
4213		阴囊	1	1
4214		阴水	1	1
4215		阴小撕大	1	1
4216		陰部	1	1
4217		陰唇	1	1
4218		陰道	1	1
4219		陰蒂	1	1
4220		陰戶	1	1
4221		陰莖	1	1
4222		陰精	1	1
4223		陰毛	1	1
4224		陰門	1	1
4225		陰囊	1	1
4226		陰水	1	1
4227		银川机场	1	1
4228		淫	1	1
4229		淫荡	1	1
4230		淫蕩	1	1
4231		淫洞	1	1
4232		淫秽	1	1
4233		淫穢	1	1
4234		淫货	1	1
4235		淫貨	1	1
4236		淫贱	1	1
4237		淫賤	1	1
4238		淫叫	1	1
4239		淫乱	1	1
4240		淫毛	1	1
4241		淫靡	1	1
4242		淫湿	1	1
4243		淫水	1	1
4244		淫娃	1	1
4245		淫穴	1	1
4246		淫液	1	1
4247		淫语连连	1	1
4248		淫欲	1	1
4249		淫汁	1	1
4250		欽本立	1	1
4251		尹慶民	1	1
4252		饮水中毒	1	1
4253		印藏联络协会	1	1
4254		印尼伊斯兰祈祷团	1	1
4255		英雄纪念碑	1	1
4256		罂粟	1	1
4257		硬挺	1	1
4258		由喜貴	1	1
4259		邮政局	1	1
4260		游行	1	1
4261		游錫坤	1	1
4262		游戏发奖员	1	1
4263		游戏宫理员	1	1
4264		游戏管理员	1	1
4265		游戲管理員	1	1
4266		幼齿	1	1
4267		幼齒	1	1
4268		幼儿园	1	1
4269		幼龍	1	1
4270		于幼軍	1	1
4271		余党在逃窜	1	1
4272		余英時	1	1
4273		俞正声	1	1
4274		舆论	1	1
4275		舆论反制	1	1
4276		舆论钳制	1	1
4277		輿論	1	1
4278		輿論反制	1	1
4279		宇明网	1	1
4280		宇明網	1	1
4281		玉杵	1	1
4282		玉林	1	1
4283		欲火焚身	1	1
4284		原子能机构	1	1
4285		圆满	1	1
4286		援交	1	1
4287		援交妹	1	1
4288		圓滿	1	1
4289		緣圈圈	1	1
4290		远程偷拍	1	1
4291		远离恐惧	1	1
4292		遠志明	1	1
4293		曰GM	1	1
4294		曰你	1	1
4295		月经	1	1
4296		月经不调	1	1
4297		月經	1	1
4298		云a8366c	1	1
4299		云南暴乱	1	1
4300		云南爆乱	1	1
4301		杂种	1	1
4302		雜種	1	1
4303		再奸	1	1
4304		赞普的勇气	1	1
4305		早泄	1	1
4306		造爱	1	1
4307		造愛	1	1
4308		造惨案	1	1
4309		造反	1	1
4310		泽民	1	1
4311		則民	1	1
4312		擇民	1	1
4313		澤夫	1	1
4314		澤民	1	1
4315		賊民	1	1
4316		扎卡维	1	1
4317		扎卡维是英雄	1	1
4318		扎卡維是英雄	1	1
4319		渣波波	1	1
4320		炸机场	1	1
4321		炸客车	1	1
4322		炸药	1	1
4323		战牌	1	1
4324		战牌靠	1	1
4325		战争行为	1	1
4326		站前路	1	1
4327		章孝嚴	1	1
4328		張伯笠	1	1
4329		張博雅	1	1
4330		張鋼	1	1
4331		張健	1	1
4332		張林	1	1
4333		張清芳	1	1
4334		張偉國	1	1
4335		張溫鷹	1	1
4336		張燕歸	1	1
4337		張昭富	1	1
4338		張志清	1	1
4339		长刀	1	1
4340		长水机场	1	1
4341		帳號	1	1
4342		賬號	1	1
4343		招鶏	1	1
4344		赵紫阳	1	1
4345		趙海青	1	1
4346		趙建銘	1	1
4347		趙南	1	1
4348		趙品潞	1	1
4349		趙曉微	1	1
4350		趙紫陽	1	1
4351		贞操	1	1
4352		侦探设备	1	1
4353		珍珠路口	1	1
4354		貞操	1	1
4355		真理教	1	1
4356		真善忍	1	1
4357		真主安拉	1	1
4358		镇压	1	1
4359		鎮壓	1	1
4360		争鸣论坛	1	1
4361		爭鳴論壇	1	1
4362		正法	1	1
4363		正见网	1	1
4364		正見網	1	1
4365		正清网	1	1
4366		正悟网	1	1
4367		正义党论坛	1	1
4368		正義黨論壇	1	1
4369		证监会	1	1
4370		郑德金	1	1
4371		郑有金	1	1
4372		政变	1	1
4373		政府	1	1
4374		政见	1	1
4375		政权	1	1
4376		政權	1	1
4377		政协	1	1
4378		政治反对派	1	1
4379		政治反對派	1	1
4380		政治犯	1	1
4381		政治风波	1	1
4382		政治阴谋	1	1
4383		政治运动	1	1
4384		鄭寶清	1	1
4385		鄭德金	1	1
4386		鄭麗文	1	1
4387		鄭義	1	1
4388		鄭有金	1	1
4389		鄭餘鎮	1	1
4390		鄭源	1	1
4391		鄭運鵬	1	1
4392		值勤	1	1
4393		值勤账号	1	1
4394		指导员	1	1
4395		指点江山论坛	1	1
4396		指點江山論壇	1	1
4397		制式服装	1	1
4398		质检局	1	1
4399		致幻剂	1	1
4400		中藏和谈	1	1
4401		中俄边界	1	1
4402		中俄边界新约	1	1
4403		中俄邊界	1	1
4404		中共	1	1
4405		中共中央	1	1
4406		中国	1	1
4407		中国的领导人	1	1
4408		中国复兴论坛	1	1
4409		中国共产党	1	1
4410		中国孤儿院	1	1
4411		中国和平	1	1
4412		中国恐怖组织	1	1
4413		中国论坛	1	1
4414		中国社会进步党	1	1
4415		中国社会论坛	1	1
4416		中国威胁论	1	1
4417		中国问题论坛	1	1
4418		中国真实内容	1	1
4419		中国之春	1	1
4420		中国猪	1	1
