Id	Desc	Name	Info	Icon	Type	OpenLevel	ProductGroup	StaticProductItemId	Money	Stamina	StuffID1	StuffCount1	StuffID2	StuffCount2	StuffID3	StuffCount3	StuffID4	StuffCount4	SortID
541		职业橙套大理下衣(100)1阶	大理神女裤·1阶	kuzi08	4	100	-1	15320	10000	40	45310	1	70038	3	70053	1	-1	-1	1
542		VIP大理下衣(90)1阶	大理降龙裤·1阶	kuzi08	4	90	-1	15321	9000	40	59034	1	70037	3	70052	1	-1	-1	1
543		职业橙套大理下衣(80)2阶	大理龙渊裤·2阶	kuzi08	4	80	-1	15328	8000	40	15318	1	70036	4	70051	1	-1	-1	1
544		职业橙套大理下衣(90)2阶	大理轩辕裤·2阶	kuzi08	4	90	-1	15329	9000	40	15319	1	70037	4	70052	1	-1	-1	1
545		职业橙套大理下衣(100)2阶	大理神女裤·2阶	kuzi08	4	100	-1	15330	10000	40	15320	1	70038	4	70053	1	-1	-1	1
546		VIP大理下衣(90)2阶	大理降龙裤·2阶	kuzi08	4	90	-1	15331	9000	40	15321	1	70037	4	70052	1	-1	-1	1
547		职业橙套大理下衣(80)3阶	大理龙渊裤·3阶	kuzi08	4	80	-1	15338	8000	40	15328	1	70036	5	70051	1	-1	-1	1
548		职业橙套大理下衣(90)3阶	大理轩辕裤·3阶	kuzi08	4	90	-1	15339	9000	40	15329	1	70037	5	70052	1	-1	-1	1
549		职业橙套大理下衣(100)3阶	大理神女裤·3阶	kuzi08	4	100	-1	15340	10000	40	15330	1	70038	5	70053	1	-1	-1	1
550		VIP大理下衣(90)3阶	大理降龙裤·3阶	kuzi08	4	90	-1	15341	9000	40	15331	1	70037	5	70052	1	-1	-1	1
551		职业橙套大理下衣(80)4阶	大理龙渊裤·4阶	kuzi08	4	80	-1	15348	8000	40	15338	1	70036	6	70051	1	-1	-1	1
552		职业橙套大理下衣(90)4阶	大理轩辕裤·4阶	kuzi08	4	90	-1	15349	9000	40	15339	1	70037	6	70052	1	-1	-1	1
553		职业橙套大理下衣(100)4阶	大理神女裤·4阶	kuzi08	4	100	-1	15350	10000	40	15340	1	70038	6	70053	1	-1	-1	1
554		VIP大理下衣(90)4阶	大理降龙裤·4阶	kuzi08	4	90	-1	15351	9000	40	15341	1	70037	6	70052	1	-1	-1	1
555		职业橙套大理下衣(80)5阶	大理龙渊裤·5阶	kuzi08	4	80	-1	15358	8000	40	15348	1	70036	7	70051	1	-1	-1	1
556		职业橙套大理下衣(90)5阶	大理轩辕裤·5阶	kuzi08	4	90	-1	15359	9000	40	15349	1	70037	7	70052	1	-1	-1	1
557		职业橙套大理下衣(100)5阶	大理神女裤·5阶	kuzi08	4	100	-1	15360	10000	40	15350	1	70038	7	70053	1	-1	-1	1
558		VIP大理下衣(90)5阶	大理降龙裤·5阶	kuzi08	4	90	-1	15361	9000	40	15351	1	70037	7	70052	1	-1	-1	1
559		职业橙套大理下衣(100)6阶	大理神女裤·6阶	kuzi08	4	100	-1	15370	10000	40	15360	1	70038	8	70053	1	-1	-1	1
560		职业橙套大理下衣(100)7阶	大理神女裤·7阶	kuzi08	4	100	-1	15380	10000	40	15370	1	70038	9	70053	1	-1	-1	1
561		职业橙套大理下衣(100)8阶	大理神女裤·8阶	kuzi08	4	100	-1	15390	10000	40	15380	1	70038	10	70053	1	-1	-1	1
562		职业橙套大理下衣(100)9阶	大理神女裤·9阶	kuzi08	4	100	-1	15400	10000	40	15390	1	70038	12	70053	1	-1	-1	1
563		职业橙套大理下衣(100)10阶	大理神女裤·10阶	kuzi08	4	100	-1	15410	10000	40	15400	1	70038	15	70053	1	-1	-1	1
564		职业橙套大理鞋子(80)1阶	大理龙渊靴·1阶	xiezi08	4	80	-1	15418	8000	40	45408	1	70036	3	70051	1	-1	-1	1
565		职业橙套大理鞋子(90)1阶	大理轩辕靴·1阶	xiezi08	4	90	-1	15419	9000	40	45409	1	70037	3	70052	1	-1	-1	1
566		职业橙套大理鞋子(100)1阶	大理神女靴·1阶	xiezi08	4	100	-1	15420	10000	40	45410	1	70038	3	70053	1	-1	-1	1
567		职业橙套大理鞋子(80)2阶	大理龙渊靴·2阶	xiezi08	4	80	-1	15428	8000	40	15418	1	70036	4	70051	1	-1	-1	1
568		职业橙套大理鞋子(90)2阶	大理轩辕靴·2阶	xiezi08	4	90	-1	15429	9000	40	15419	1	70037	4	70052	1	-1	-1	1
569		职业橙套大理鞋子(100)2阶	大理神女靴·2阶	xiezi08	4	100	-1	15430	10000	40	15420	1	70038	4	70053	1	-1	-1	1
570		职业橙套大理鞋子(80)3阶	大理龙渊靴·3阶	xiezi08	4	80	-1	15438	8000	40	15428	1	70036	5	70051	1	-1	-1	1
571		职业橙套大理鞋子(90)3阶	大理轩辕靴·3阶	xiezi08	4	90	-1	15439	9000	40	15429	1	70037	5	70052	1	-1	-1	1
572		职业橙套大理鞋子(100)3阶	大理神女靴·3阶	xiezi08	4	100	-1	15440	10000	40	15430	1	70038	5	70053	1	-1	-1	1
573		职业橙套大理鞋子(80)4阶	大理龙渊靴·4阶	xiezi08	4	80	-1	15448	8000	40	15438	1	70036	6	70051	1	-1	-1	1
574		职业橙套大理鞋子(90)4阶	大理轩辕靴·4阶	xiezi08	4	90	-1	15449	9000	40	15439	1	70037	6	70052	1	-1	-1	1
575		职业橙套大理鞋子(100)4阶	大理神女靴·4阶	xiezi08	4	100	-1	15450	10000	40	15440	1	70038	6	70053	1	-1	-1	1
576		职业橙套大理鞋子(80)5阶	大理龙渊靴·5阶	xiezi08	4	80	-1	15458	8000	40	15448	1	70036	7	70051	1	-1	-1	1
577		职业橙套大理鞋子(90)5阶	大理轩辕靴·5阶	xiezi08	4	90	-1	15459	9000	40	15449	1	70037	7	70052	1	-1	-1	1
578		职业橙套大理鞋子(100)5阶	大理神女靴·5阶	xiezi08	4	100	-1	15460	10000	40	15450	1	70038	7	70053	1	-1	-1	1
579		职业橙套大理鞋子(100)6阶	大理神女靴·6阶	xiezi08	4	100	-1	15470	10000	40	15460	1	70038	8	70053	1	-1	-1	1
580		职业橙套大理鞋子(100)7阶	大理神女靴·7阶	xiezi08	4	100	-1	15480	10000	40	15470	1	70038	9	70053	1	-1	-1	1
581		职业橙套大理鞋子(100)8阶	大理神女靴·8阶	xiezi08	4	100	-1	15490	10000	40	15480	1	70038	10	70053	1	-1	-1	1
582		职业橙套大理鞋子(100)9阶	大理神女靴·9阶	xiezi08	4	100	-1	15500	10000	40	15490	1	70038	12	70053	1	-1	-1	1
583		职业橙套大理鞋子(100)10阶	大理神女靴·10阶	xiezi08	4	100	-1	15510	10000	40	15500	1	70038	15	70053	1	-1	-1	1
584		职业橙套大理手腕(80)1阶	大理龙渊腕·1阶	shoutao08	4	80	-1	15518	8000	40	45508	1	70036	3	70051	1	-1	-1	1
585		职业橙套大理手腕(90)1阶	大理轩辕腕·1阶	shoutao08	4	90	-1	15519	9000	40	45509	1	70037	3	70052	1	-1	-1	1
586		职业橙套大理手腕(100)1阶	大理神女腕·1阶	shoutao08	4	100	-1	15520	10000	40	45510	1	70038	3	70053	1	-1	-1	1
587		职业橙套大理手腕(80)2阶	大理龙渊腕·2阶	shoutao08	4	80	-1	15528	8000	40	15518	1	70036	4	70051	1	-1	-1	1
588		职业橙套大理手腕(90)2阶	大理轩辕腕·2阶	shoutao08	4	90	-1	15529	9000	40	15519	1	70037	4	70052	1	-1	-1	1
589		职业橙套大理手腕(100)2阶	大理神女腕·2阶	shoutao08	4	100	-1	15530	10000	40	15520	1	70038	4	70053	1	-1	-1	1
590		职业橙套大理手腕(80)3阶	大理龙渊腕·3阶	shoutao08	4	80	-1	15538	8000	40	15528	1	70036	5	70051	1	-1	-1	1
591		职业橙套大理手腕(90)3阶	大理轩辕腕·3阶	shoutao08	4	90	-1	15539	9000	40	15529	1	70037	5	70052	1	-1	-1	1
592		职业橙套大理手腕(100)3阶	大理神女腕·3阶	shoutao08	4	100	-1	15540	10000	40	15530	1	70038	5	70053	1	-1	-1	1
593		职业橙套大理手腕(80)4阶	大理龙渊腕·4阶	shoutao08	4	80	-1	15548	8000	40	15538	1	70036	6	70051	1	-1	-1	1
594		职业橙套大理手腕(90)4阶	大理轩辕腕·4阶	shoutao08	4	90	-1	15549	9000	40	15539	1	70037	6	70052	1	-1	-1	1
595		职业橙套大理手腕(100)4阶	大理神女腕·4阶	shoutao08	4	100	-1	15550	10000	40	15540	1	70038	6	70053	1	-1	-1	1
596		职业橙套大理手腕(80)5阶	大理龙渊腕·5阶	shoutao08	4	80	-1	15558	8000	40	15548	1	70036	7	70051	1	-1	-1	1
597		职业橙套大理手腕(90)5阶	大理轩辕腕·5阶	shoutao08	4	90	-1	15559	9000	40	15549	1	70037	7	70052	1	-1	-1	1
598		职业橙套大理手腕(100)5阶	大理神女腕·5阶	shoutao08	4	100	-1	15560	10000	40	15550	1	70038	7	70053	1	-1	-1	1
599		职业橙套大理手腕(100)6阶	大理神女腕·6阶	shoutao08	4	100	-1	15570	10000	40	15560	1	70038	8	70053	1	-1	-1	1
600		职业橙套大理手腕(100)7阶	大理神女腕·7阶	shoutao08	4	100	-1	15580	10000	40	15570	1	70038	9	70053	1	-1	-1	1
601		职业橙套大理手腕(100)8阶	大理神女腕·8阶	shoutao08	4	100	-1	15590	10000	40	15580	1	70038	10	70053	1	-1	-1	1
602		职业橙套大理手腕(100)9阶	大理神女腕·9阶	shoutao08	4	100	-1	15600	10000	40	15590	1	70038	12	70053	1	-1	-1	1
603		职业橙套大理手腕(100)10阶	大理神女腕·10阶	shoutao08	4	100	-1	15610	10000	40	15600	1	70038	15	70053	1	-1	-1	1
604		职业橙套大理饰品1(80)1阶	大理龙渊坠·1阶	shipin08	4	80	-1	15718	8000	40	45708	1	70036	3	70051	1	-1	-1	1
605		职业橙套大理饰品1(90)1阶	大理轩辕坠·1阶	shipin08	4	90	-1	15719	9000	40	45709	1	70037	3	70052	1	-1	-1	1
606		职业橙套大理饰品1(100)1阶	大理神女坠·1阶	shipin08	4	100	-1	15720	10000	40	45710	1	70038	3	70053	1	-1	-1	1
607		VIP大理饰品1(90)1阶	大理降龙坠·1阶	shipin08	4	90	-1	15721	9000	40	59038	1	70037	3	70052	1	-1	-1	1
608		职业橙套大理饰品1(80)2阶	大理龙渊坠·2阶	shipin08	4	80	-1	15728	8000	40	15718	1	70036	4	70051	1	-1	-1	1
609		职业橙套大理饰品1(90)2阶	大理轩辕坠·2阶	shipin08	4	90	-1	15729	9000	40	15719	1	70037	4	70052	1	-1	-1	1
610		职业橙套大理饰品1(100)2阶	大理神女坠·2阶	shipin08	4	100	-1	15730	10000	40	15720	1	70038	4	70053	1	-1	-1	1
611		VIP大理饰品1(90)2阶	大理降龙坠·2阶	shipin08	4	90	-1	15731	9000	40	15721	1	70037	4	70052	1	-1	-1	1
612		职业橙套大理饰品1(80)3阶	大理龙渊坠·3阶	shipin08	4	80	-1	15738	8000	40	15728	1	70036	5	70051	1	-1	-1	1
613		职业橙套大理饰品1(90)3阶	大理轩辕坠·3阶	shipin08	4	90	-1	15739	9000	40	15729	1	70037	5	70052	1	-1	-1	1
614		职业橙套大理饰品1(100)3阶	大理神女坠·3阶	shipin08	4	100	-1	15740	10000	40	15730	1	70038	5	70053	1	-1	-1	1
615		VIP大理饰品1(90)3阶	大理降龙坠·3阶	shipin08	4	90	-1	15741	9000	40	15731	1	70037	5	70052	1	-1	-1	1
616		职业橙套大理饰品1(80)4阶	大理龙渊坠·4阶	shipin08	4	80	-1	15748	8000	40	15738	1	70036	6	70051	1	-1	-1	1
617		职业橙套大理饰品1(90)4阶	大理轩辕坠·4阶	shipin08	4	90	-1	15749	9000	40	15739	1	70037	6	70052	1	-1	-1	1
618		职业橙套大理饰品1(100)4阶	大理神女坠·4阶	shipin08	4	100	-1	15750	10000	40	15740	1	70038	6	70053	1	-1	-1	1
619		VIP大理饰品1(90)4阶	大理降龙坠·4阶	shipin08	4	90	-1	15751	9000	40	15741	1	70037	6	70052	1	-1	-1	1
620		职业橙套大理饰品1(80)5阶	大理龙渊坠·5阶	shipin08	4	80	-1	15758	8000	40	15748	1	70036	7	70051	1	-1	-1	1
621		职业橙套大理饰品1(90)5阶	大理轩辕坠·5阶	shipin08	4	90	-1	15759	9000	40	15749	1	70037	7	70052	1	-1	-1	1
622		职业橙套大理饰品1(100)5阶	大理神女坠·5阶	shipin08	4	100	-1	15760	10000	40	15750	1	70038	7	70053	1	-1	-1	1
623		VIP大理饰品1(90)5阶	大理降龙坠·5阶	shipin08	4	90	-1	15761	9000	40	15751	1	70037	7	70052	1	-1	-1	1
624		职业橙套大理饰品1(100)6阶	大理神女坠·6阶	shipin08	4	100	-1	15770	10000	40	15760	1	70038	8	70053	1	-1	-1	1
625		职业橙套大理饰品1(100)7阶	大理神女坠·7阶	shipin08	4	100	-1	15780	10000	40	15770	1	70038	9	70053	1	-1	-1	1
626		职业橙套大理饰品1(100)8阶	大理神女坠·8阶	shipin08	4	100	-1	15790	10000	40	15780	1	70038	10	70053	1	-1	-1	1
627		职业橙套大理饰品1(100)9阶	大理神女坠·9阶	shipin08	4	100	-1	15800	10000	40	15790	1	70038	12	70053	1	-1	-1	1
628		职业橙套大理饰品1(100)10阶	大理神女坠·10阶	shipin08	4	100	-1	15810	10000	40	15800	1	70038	15	70053	1	-1	-1	1
629		职业橙套丐帮头部(80)1阶	丐帮亢龙帽·1阶	maozi08	4	80	-1	16118	8000	40	66108	1	70036	3	70051	1	-1	-1	1
630		职业橙套丐帮头部(90)1阶	丐帮龙战帽·1阶	maozi08	4	90	-1	16119	9000	40	66109	1	70037	3	70052	1	-1	-1	1
631		职业橙套丐帮头部(100)1阶	丐帮排云帽·1阶	maozi08	4	100	-1	16120	10000	40	66110	1	70038	3	70053	1	-1	-1	1
632		职业橙套丐帮头部(80)2阶	丐帮亢龙帽·2阶	maozi08	4	80	-1	16128	8000	40	16118	1	70036	4	70051	1	-1	-1	1
633		职业橙套丐帮头部(90)2阶	丐帮龙战帽·2阶	maozi08	4	90	-1	16129	9000	40	16119	1	70037	4	70052	1	-1	-1	1
634		职业橙套丐帮头部(100)2阶	丐帮排云帽·2阶	maozi08	4	100	-1	16130	10000	40	16120	1	70038	4	70053	1	-1	-1	1
635		职业橙套丐帮头部(80)3阶	丐帮亢龙帽·3阶	maozi08	4	80	-1	16138	8000	40	16128	1	70036	5	70051	1	-1	-1	1
636		职业橙套丐帮头部(90)3阶	丐帮龙战帽·3阶	maozi08	4	90	-1	16139	9000	40	16129	1	70037	5	70052	1	-1	-1	1
637		职业橙套丐帮头部(100)3阶	丐帮排云帽·3阶	maozi08	4	100	-1	16140	10000	40	16130	1	70038	5	70053	1	-1	-1	1
638		职业橙套丐帮头部(80)4阶	丐帮亢龙帽·4阶	maozi08	4	80	-1	16148	8000	40	16138	1	70036	6	70051	1	-1	-1	1
639		职业橙套丐帮头部(90)4阶	丐帮龙战帽·4阶	maozi08	4	90	-1	16149	9000	40	16139	1	70037	6	70052	1	-1	-1	1
640		职业橙套丐帮头部(100)4阶	丐帮排云帽·4阶	maozi08	4	100	-1	16150	10000	40	16140	1	70038	6	70053	1	-1	-1	1
641		职业橙套丐帮头部(80)5阶	丐帮亢龙帽·5阶	maozi08	4	80	-1	16158	8000	40	16148	1	70036	7	70051	1	-1	-1	1
642		职业橙套丐帮头部(90)5阶	丐帮龙战帽·5阶	maozi08	4	90	-1	16159	9000	40	16149	1	70037	7	70052	1	-1	-1	1
643		职业橙套丐帮头部(100)5阶	丐帮排云帽·5阶	maozi08	4	100	-1	16160	10000	40	16150	1	70038	7	70053	1	-1	-1	1
644		职业橙套丐帮头部(100)6阶	丐帮排云帽·6阶	maozi08	4	100	-1	16170	10000	40	16160	1	70038	8	70053	1	-1	-1	1
645		职业橙套丐帮头部(100)7阶	丐帮排云帽·7阶	maozi08	4	100	-1	16180	10000	40	16170	1	70038	9	70053	1	-1	-1	1
646		职业橙套丐帮头部(100)8阶	丐帮排云帽·8阶	maozi08	4	100	-1	16190	10000	40	16180	1	70038	10	70053	1	-1	-1	1
647		职业橙套丐帮头部(100)9阶	丐帮排云帽·9阶	maozi08	4	100	-1	16200	10000	40	16190	1	70038	12	70053	1	-1	-1	1
648		职业橙套丐帮头部(100)10阶	丐帮排云帽·10阶	maozi08	4	100	-1	16210	10000	40	16200	1	70038	15	70053	1	-1	-1	1
649		职业橙套丐帮上衣(80)1阶	丐帮亢龙衣·1阶	wenhao	4	80	-1	16218	8000	40	66208	1	70036	3	70051	1	-1	-1	1
650		职业橙套丐帮上衣(90)1阶	丐帮龙战衣·1阶	wenhao	4	90	-1	16219	9000	40	66209	1	70037	3	70052	1	-1	-1	1
651		职业橙套丐帮上衣(100)1阶	丐帮排云衣·1阶	wenhao	4	100	-1	16220	10000	40	66210	1	70038	3	70053	1	-1	-1	1
652		VIP丐帮上衣(90)1阶	丐帮降龙衣·1阶	wenhao	4	90	-1	16221	9000	40	68002	1	70037	3	70052	1	-1	-1	1
653		职业橙套丐帮上衣(80)2阶	丐帮亢龙衣·2阶	wenhao	4	80	-1	16228	8000	40	16218	1	70036	4	70051	1	-1	-1	1
654		职业橙套丐帮上衣(90)2阶	丐帮龙战衣·2阶	wenhao	4	90	-1	16229	9000	40	16219	1	70037	4	70052	1	-1	-1	1
655		职业橙套丐帮上衣(100)2阶	丐帮排云衣·2阶	wenhao	4	100	-1	16230	10000	40	16220	1	70038	4	70053	1	-1	-1	1
656		VIP丐帮上衣(90)2阶	丐帮降龙衣·2阶	wenhao	4	90	-1	16231	9000	40	16221	1	70037	4	70052	1	-1	-1	1
657		职业橙套丐帮上衣(80)3阶	丐帮亢龙衣·3阶	wenhao	4	80	-1	16238	8000	40	16228	1	70036	5	70051	1	-1	-1	1
658		职业橙套丐帮上衣(90)3阶	丐帮龙战衣·3阶	wenhao	4	90	-1	16239	9000	40	16229	1	70037	5	70052	1	-1	-1	1
659		职业橙套丐帮上衣(100)3阶	丐帮排云衣·3阶	wenhao	4	100	-1	16240	10000	40	16230	1	70038	5	70053	1	-1	-1	1
660		VIP丐帮上衣(90)3阶	丐帮降龙衣·3阶	wenhao	4	90	-1	16241	9000	40	16231	1	70037	5	70052	1	-1	-1	1
661		职业橙套丐帮上衣(80)4阶	丐帮亢龙衣·4阶	wenhao	4	80	-1	16248	8000	40	16238	1	70036	6	70051	1	-1	-1	1
662		职业橙套丐帮上衣(90)4阶	丐帮龙战衣·4阶	wenhao	4	90	-1	16249	9000	40	16239	1	70037	6	70052	1	-1	-1	1
663		职业橙套丐帮上衣(100)4阶	丐帮排云衣·4阶	wenhao	4	100	-1	16250	10000	40	16240	1	70038	6	70053	1	-1	-1	1
664		VIP丐帮上衣(90)4阶	丐帮降龙衣·4阶	wenhao	4	90	-1	16251	9000	40	16241	1	70037	6	70052	1	-1	-1	1
665		职业橙套丐帮上衣(80)5阶	丐帮亢龙衣·5阶	wenhao	4	80	-1	16258	8000	40	16248	1	70036	7	70051	1	-1	-1	1
666		职业橙套丐帮上衣(90)5阶	丐帮龙战衣·5阶	wenhao	4	90	-1	16259	9000	40	16249	1	70037	7	70052	1	-1	-1	1
667		职业橙套丐帮上衣(100)5阶	丐帮排云衣·5阶	wenhao	4	100	-1	16260	10000	40	16250	1	70038	7	70053	1	-1	-1	1
668		VIP丐帮上衣(90)5阶	丐帮降龙衣·5阶	wenhao	4	90	-1	16261	9000	40	16251	1	70037	7	70052	1	-1	-1	1
669		职业橙套丐帮上衣(100)6阶	丐帮排云衣·6阶	wenhao	4	100	-1	16270	10000	40	16260	1	70038	8	70053	1	-1	-1	1
670		职业橙套丐帮上衣(100)7阶	丐帮排云衣·7阶	wenhao	4	100	-1	16280	10000	40	16270	1	70038	9	70053	1	-1	-1	1
671		职业橙套丐帮上衣(100)8阶	丐帮排云衣·8阶	wenhao	4	100	-1	16290	10000	40	16280	1	70038	10	70053	1	-1	-1	1
672		职业橙套丐帮上衣(100)9阶	丐帮排云衣·9阶	wenhao	4	100	-1	16300	10000	40	16290	1	70038	12	70053	1	-1	-1	1
673		职业橙套丐帮上衣(100)10阶	丐帮排云衣·10阶	wenhao	4	100	-1	16310	10000	40	16300	1	70038	15	70053	1	-1	-1	1
674		职业橙套丐帮下衣(80)1阶	丐帮亢龙裤·1阶	kuzi08	4	80	-1	16318	8000	40	66308	1	70036	3	70051	1	-1	-1	1
675		职业橙套丐帮下衣(90)1阶	丐帮龙战裤·1阶	kuzi08	4	90	-1	16319	9000	40	66309	1	70037	3	70052	1	-1	-1	1
676		职业橙套丐帮下衣(100)1阶	丐帮排云裤·1阶	kuzi08	4	100	-1	16320	10000	40	66310	1	70038	3	70053	1	-1	-1	1
677		VIP丐帮下衣(90)1阶	丐帮降龙裤·1阶	kuzi08	4	90	-1	16321	9000	40	68003	1	70037	3	70052	1	-1	-1	1
678		职业橙套丐帮下衣(80)2阶	丐帮亢龙裤·2阶	kuzi08	4	80	-1	16328	8000	40	16318	1	70036	4	70051	1	-1	-1	1
679		职业橙套丐帮下衣(90)2阶	丐帮龙战裤·2阶	kuzi08	4	90	-1	16329	9000	40	16319	1	70037	4	70052	1	-1	-1	1
680		职业橙套丐帮下衣(100)2阶	丐帮排云裤·2阶	kuzi08	4	100	-1	16330	10000	40	16320	1	70038	4	70053	1	-1	-1	1
681		VIP丐帮下衣(90)2阶	丐帮降龙裤·2阶	kuzi08	4	90	-1	16331	9000	40	16321	1	70037	4	70052	1	-1	-1	1
682		职业橙套丐帮下衣(80)3阶	丐帮亢龙裤·3阶	kuzi08	4	80	-1	16338	8000	40	16328	1	70036	5	70051	1	-1	-1	1
683		职业橙套丐帮下衣(90)3阶	丐帮龙战裤·3阶	kuzi08	4	90	-1	16339	9000	40	16329	1	70037	5	70052	1	-1	-1	1
684		职业橙套丐帮下衣(100)3阶	丐帮排云裤·3阶	kuzi08	4	100	-1	16340	10000	40	16330	1	70038	5	70053	1	-1	-1	1
685		VIP丐帮下衣(90)3阶	丐帮降龙裤·3阶	kuzi08	4	90	-1	16341	9000	40	16331	1	70037	5	70052	1	-1	-1	1
686		职业橙套丐帮下衣(80)4阶	丐帮亢龙裤·4阶	kuzi08	4	80	-1	16348	8000	40	16338	1	70036	6	70051	1	-1	-1	1
687		职业橙套丐帮下衣(90)4阶	丐帮龙战裤·4阶	kuzi08	4	90	-1	16349	9000	40	16339	1	70037	6	70052	1	-1	-1	1
688		职业橙套丐帮下衣(100)4阶	丐帮排云裤·4阶	kuzi08	4	100	-1	16350	10000	40	16340	1	70038	6	70053	1	-1	-1	1
689		VIP丐帮下衣(90)4阶	丐帮降龙裤·4阶	kuzi08	4	90	-1	16351	9000	40	16341	1	70037	6	70052	1	-1	-1	1
690		职业橙套丐帮下衣(80)5阶	丐帮亢龙裤·5阶	kuzi08	4	80	-1	16358	8000	40	16348	1	70036	7	70051	1	-1	-1	1
691		职业橙套丐帮下衣(90)5阶	丐帮龙战裤·5阶	kuzi08	4	90	-1	16359	9000	40	16349	1	70037	7	70052	1	-1	-1	1
692		职业橙套丐帮下衣(100)5阶	丐帮排云裤·5阶	kuzi08	4	100	-1	16360	10000	40	16350	1	70038	7	70053	1	-1	-1	1
693		VIP丐帮下衣(90)5阶	丐帮降龙裤·5阶	kuzi08	4	90	-1	16361	9000	40	16351	1	70037	7	70052	1	-1	-1	1
694		职业橙套丐帮下衣(100)6阶	丐帮排云裤·6阶	kuzi08	4	100	-1	16370	10000	40	16360	1	70038	8	70053	1	-1	-1	1
695		职业橙套丐帮下衣(100)7阶	丐帮排云裤·7阶	kuzi08	4	100	-1	16380	10000	40	16370	1	70038	9	70053	1	-1	-1	1
696		职业橙套丐帮下衣(100)8阶	丐帮排云裤·8阶	kuzi08	4	100	-1	16390	10000	40	16380	1	70038	10	70053	1	-1	-1	1
697		职业橙套丐帮下衣(100)9阶	丐帮排云裤·9阶	kuzi08	4	100	-1	16400	10000	40	16390	1	70038	12	70053	1	-1	-1	1
698		职业橙套丐帮下衣(100)10阶	丐帮排云裤·10阶	kuzi08	4	100	-1	16410	10000	40	16400	1	70038	15	70053	1	-1	-1	1
699		职业橙套丐帮鞋子(80)1阶	丐帮亢龙靴·1阶	xiezi08	4	80	-1	16418	8000	40	66408	1	70036	3	70051	1	-1	-1	1
700		职业橙套丐帮鞋子(90)1阶	丐帮龙战靴·1阶	xiezi08	4	90	-1	16419	9000	40	66409	1	70037	3	70052	1	-1	-1	1
701		职业橙套丐帮鞋子(100)1阶	丐帮排云靴·1阶	xiezi08	4	100	-1	16420	10000	40	66410	1	70038	3	70053	1	-1	-1	1
702		职业橙套丐帮鞋子(80)2阶	丐帮亢龙靴·2阶	xiezi08	4	80	-1	16428	8000	40	16418	1	70036	4	70051	1	-1	-1	1
703		职业橙套丐帮鞋子(90)2阶	丐帮龙战靴·2阶	xiezi08	4	90	-1	16429	9000	40	16419	1	70037	4	70052	1	-1	-1	1
704		职业橙套丐帮鞋子(100)2阶	丐帮排云靴·2阶	xiezi08	4	100	-1	16430	10000	40	16420	1	70038	4	70053	1	-1	-1	1
705		职业橙套丐帮鞋子(80)3阶	丐帮亢龙靴·3阶	xiezi08	4	80	-1	16438	8000	40	16428	1	70036	5	70051	1	-1	-1	1
706		职业橙套丐帮鞋子(90)3阶	丐帮龙战靴·3阶	xiezi08	4	90	-1	16439	9000	40	16429	1	70037	5	70052	1	-1	-1	1
707		职业橙套丐帮鞋子(100)3阶	丐帮排云靴·3阶	xiezi08	4	100	-1	16440	10000	40	16430	1	70038	5	70053	1	-1	-1	1
708		职业橙套丐帮鞋子(80)4阶	丐帮亢龙靴·4阶	xiezi08	4	80	-1	16448	8000	40	16438	1	70036	6	70051	1	-1	-1	1
709		职业橙套丐帮鞋子(90)4阶	丐帮龙战靴·4阶	xiezi08	4	90	-1	16449	9000	40	16439	1	70037	6	70052	1	-1	-1	1
710		职业橙套丐帮鞋子(100)4阶	丐帮排云靴·4阶	xiezi08	4	100	-1	16450	10000	40	16440	1	70038	6	70053	1	-1	-1	1
711		职业橙套丐帮鞋子(80)5阶	丐帮亢龙靴·5阶	xiezi08	4	80	-1	16458	8000	40	16448	1	70036	7	70051	1	-1	-1	1
712		职业橙套丐帮鞋子(90)5阶	丐帮龙战靴·5阶	xiezi08	4	90	-1	16459	9000	40	16449	1	70037	7	70052	1	-1	-1	1
713		职业橙套丐帮鞋子(100)5阶	丐帮排云靴·5阶	xiezi08	4	100	-1	16460	10000	40	16450	1	70038	7	70053	1	-1	-1	1
714		职业橙套丐帮鞋子(100)6阶	丐帮排云靴·6阶	xiezi08	4	100	-1	16470	10000	40	16460	1	70038	8	70053	1	-1	-1	1
715		职业橙套丐帮鞋子(100)7阶	丐帮排云靴·7阶	xiezi08	4	100	-1	16480	10000	40	16470	1	70038	9	70053	1	-1	-1	1
716		职业橙套丐帮鞋子(100)8阶	丐帮排云靴·8阶	xiezi08	4	100	-1	16490	10000	40	16480	1	70038	10	70053	1	-1	-1	1
717		职业橙套丐帮鞋子(100)9阶	丐帮排云靴·9阶	xiezi08	4	100	-1	16500	10000	40	16490	1	70038	12	70053	1	-1	-1	1
718		职业橙套丐帮鞋子(100)10阶	丐帮排云靴·10阶	xiezi08	4	100	-1	16510	10000	40	16500	1	70038	15	70053	1	-1	-1	1
719		职业橙套丐帮手腕(80)1阶	丐帮亢龙腕·1阶	shoutao08	4	80	-1	16518	8000	40	66508	1	70036	3	70051	1	-1	-1	1
720		职业橙套丐帮手腕(90)1阶	丐帮龙战腕·1阶	shoutao08	4	90	-1	16519	9000	40	66509	1	70037	3	70052	1	-1	-1	1
721		职业橙套丐帮手腕(100)1阶	丐帮排云腕·1阶	shoutao08	4	100	-1	16520	10000	40	66510	1	70038	3	70053	1	-1	-1	1
