Id	Description	CharModelID	Name	Sex	NpcType	Level	AttackType	AttackDisType	SkillstrategyIndex	MaxHP	MaxMP	MaxXP	PDefense	PAttack	MDefense	MAttack	Hit	Dodge	Critical	DeCritical	Strike	Ductical	CritiAdd	CritiMis	AttackTime	MoveSpeed	Camp	PathRadius	AlertRadius	IsRanbdMove	RandMoveDis	CorpseTime	ReviveTime	DialogID	DialogRadius	DropItemId	Exp	IsAttackFly	BornEffctID	DieEffectID	RampType	EnhanceID	BelongType	IsImmuneJT	CombatNPC	MissionNpcFlag	HpCount	ShowBornEffect
915	帮会日常活动BOSS4级	202	聚宝盆	1	2	35	0	0	-1	9999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1200	0	2	12	5	0	2	3000	2000	-1	2	-1	8	0	-1	-1	-1	-1	2	0	0	0	2	0
916	帮会日常活动BOSS5级	203	聚宝盆	1	2	35	0	0	-1	9999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1200	0	2	12	5	0	2	3000	2000	-1	2	-1	8	0	-1	-1	-1	-1	2	0	0	0	2	0
917	帮会日常活动BOSS6级	203	聚宝盆	1	2	35	0	0	-1	9999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1200	0	2	12	5	0	2	3000	2000	-1	2	-1	8	0	-1	-1	-1	-1	2	0	0	0	2	0
918	帮会日常活动BOSS7级	203	聚宝盆	1	2	35	0	0	-1	9999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1200	0	2	12	5	0	2	3000	2000	-1	2	-1	8	0	-1	-1	-1	-1	2	0	0	0	2	0
919	帮会日常活动BOSS8级	203	聚宝盆	1	2	35	0	0	-1	9999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1200	0	2	12	5	0	2	3000	2000	-1	2	-1	8	0	-1	-1	-1	-1	2	0	0	0	2	0
920	帮会日常活动BOSS9级	204	聚宝盆	1	2	35	0	0	-1	9999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1200	0	2	12	5	0	2	3000	2000	-1	2	-1	8	0	-1	-1	-1	-1	2	0	0	0	2	0
921	帮会日常活动BOSS10级	204	聚宝盆	1	2	35	0	0	-1	9999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1200	0	2	12	5	0	2	3000	2000	-1	2	-1	8	0	-1	-1	-1	-1	2	0	0	0	2	0
922	帮会日常活动BOSS11级	204	聚宝盆	1	2	35	0	0	-1	9999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1200	0	2	12	5	0	2	3000	2000	-1	2	-1	8	0	-1	-1	-1	-1	2	0	0	0	2	0
923	帮会日常活动BOSS12级	204	聚宝盆	1	2	35	0	0	-1	9999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1200	0	2	12	5	0	2	3000	2000	-1	2	-1	8	0	-1	-1	-1	-1	2	0	0	0	2	0
924	帮会日常活动BOSS13级	205	聚宝盆	1	2	35	0	0	-1	9999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1200	0	2	12	5	0	2	3000	2000	-1	2	-1	8	0	-1	-1	-1	-1	2	0	0	0	2	0
925	帮会日常活动BOSS14级	205	聚宝盆	1	2	35	0	0	-1	9999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1200	0	2	12	5	0	2	3000	2000	-1	2	-1	8	0	-1	-1	-1	-1	2	0	0	0	2	0
926	帮会日常活动BOSS15级	205	聚宝盆	1	2	35	0	0	-1	9999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1200	0	2	12	5	0	2	3000	2000	-1	2	-1	8	0	-1	-1	-1	-1	2	0	0	0	2	0
927	帮会日常活动BOSS16级	205	聚宝盆	1	2	35	0	0	-1	9999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1200	0	2	12	5	0	2	3000	2000	-1	2	-1	8	0	-1	-1	-1	-1	2	0	0	0	2	0
928	帮会日常活动BOSS17级	206	聚宝盆	1	2	35	0	0	-1	9999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1200	0	2	12	5	0	2	3000	2000	-1	2	-1	8	0	-1	-1	-1	-1	2	0	0	0	2	0
929	帮会日常活动BOSS18级	206	聚宝盆	1	2	35	0	0	-1	9999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1200	0	2	12	5	0	2	3000	2000	-1	2	-1	8	0	-1	-1	-1	-1	2	0	0	0	2	0
930	帮会日常活动BOSS19级	206	聚宝盆	1	2	35	0	0	-1	9999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1200	0	2	12	5	0	2	3000	2000	-1	2	-1	8	0	-1	-1	-1	-1	2	0	0	0	2	0
931	帮会日常活动BOSS20级	206	聚宝盆	1	2	35	0	0	-1	9999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1200	0	2	12	5	0	2	3000	2000	-1	2	-1	8	0	-1	-1	-1	-1	2	0	0	0	2	0
932	帮会日常活动BOSS21级	206	聚宝盆	1	2	35	0	0	-1	9999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1200	0	2	12	5	0	2	3000	2000	-1	2	-1	8	0	-1	-1	-1	-1	2	0	0	0	2	0
933	结婚功能 - 迎宾 - 巡游	297	迎宾	0	0	1	0	0	0	600	150	0	70	196	70	196	8100	600	850	100	0	0	0	0	1200	0	1	0	0	0	0	3000	2000	72	2	-1	0	1	-1	-1	-1	-1	2	0	0	0	1	0
934	结婚功能 - 花车 - 巡游	346		0	0	1	0	0	0	600	150	0	70	196	70	196	8100	600	850	100	0	0	0	0	1200	375	1	0	0	0	0	3000	2000	-1	2	-1	0	1	-1	-1	-1	-1	2	0	0	0	1	0
935	结婚功能 - 随从 - 巡游	347		0	0	1	0	0	0	600	150	0	70	196	70	196	8100	600	850	100	0	0	0	0	1200	375	1	0	0	0	0	3000	2000	-1	2	-1	0	1	-1	-1	-1	-1	2	0	0	0	1	0
936	雷纳堡副本（周末）-单人-简单	84	琉璃齿轮	1	0	20	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	0	0	3	12	5	0	0	3000	2000	-1	2	63	5	0	-1	-1	-1	52	2	1	1	0	1	0
937	雷纳堡副本（周末）-单人-困难	84	琉璃齿轮	1	0	40	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	0	0	3	12	5	0	0	3000	2000	-1	2	64	10	0	-1	-1	-1	53	2	1	1	0	1	0
938	雷纳堡副本（周末）-单人-挑战	84	琉璃齿轮	1	0	60	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	0	0	3	12	5	0	0	3000	2000	-1	2	65	34	0	-1	-1	-1	54	2	1	1	0	1	0
939	雷纳堡副本（周末）-队伍-简单	84	琉璃齿轮	1	0	20	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	0	0	3	12	5	0	0	3000	2000	-1	2	66	5	0	-1	-1	-1	55	2	1	1	0	1	0
940	雷纳堡副本（周末）-队伍-困难	84	琉璃齿轮	1	0	40	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	0	0	3	12	5	0	0	3000	2000	-1	2	67	10	0	-1	-1	-1	56	2	1	1	0	1	0
941	雷纳堡副本（周末）-队伍-挑战	84	琉璃齿轮	1	0	60	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	0	0	3	12	5	0	0	3000	2000	-1	2	68	34	0	-1	-1	-1	57	2	1	1	0	1	0
942	雷纳堡副本（周末）-单人-简单	85	墨晶螺母	1	0	20	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	0	0	3	12	5	0	0	3000	2000	-1	2	63	5	0	-1	-1	-1	52	2	1	1	0	1	0
943	雷纳堡副本（周末）-单人-困难	85	墨晶螺母	1	0	40	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	0	0	3	12	5	0	0	3000	2000	-1	2	64	10	0	-1	-1	-1	53	2	1	1	0	1	0
944	雷纳堡副本（周末）-单人-挑战	85	墨晶螺母	1	0	60	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	0	0	3	12	5	0	0	3000	2000	-1	2	65	34	0	-1	-1	-1	54	2	1	1	0	1	0
945	雷纳堡副本（周末）-队伍-简单	85	墨晶螺母	1	0	20	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	0	0	3	12	5	0	0	3000	2000	-1	2	66	5	0	-1	-1	-1	55	2	1	1	0	1	0
946	雷纳堡副本（周末）-队伍-困难	85	墨晶螺母	1	0	40	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	0	0	3	12	5	0	0	3000	2000	-1	2	67	10	0	-1	-1	-1	56	2	1	1	0	1	0
947	雷纳堡副本（周末）-队伍-挑战	85	墨晶螺母	1	0	60	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	0	0	3	12	5	0	0	3000	2000	-1	2	68	34	0	-1	-1	-1	57	2	1	1	0	1	0
948	雷纳堡副本（周末）-单人-简单	86	黄金螺母	1	1	20	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	0	0	3	12	5	0	0	3000	2000	-1	2	69	5	0	-1	-1	-1	64	2	1	1	0	1	0
949	雷纳堡副本（周末）-单人-困难	86	黄金螺母	1	1	40	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	0	0	3	12	5	0	0	3000	2000	-1	2	70	10	0	-1	-1	-1	65	2	1	1	0	1	0
950	雷纳堡副本（周末）-单人-挑战	86	黄金螺母	1	1	60	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	0	0	3	12	5	0	0	3000	2000	-1	2	71	34	0	-1	-1	-1	66	2	1	1	0	1	0
951	雷纳堡副本（周末）-队伍-简单	86	黄金螺母	1	1	20	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	0	0	3	12	5	0	0	3000	2000	-1	2	72	5	0	-1	-1	-1	67	2	1	1	0	1	0
952	雷纳堡副本（周末）-队伍-困难	86	黄金螺母	1	1	40	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	0	0	3	12	5	0	0	3000	2000	-1	2	73	10	0	-1	-1	-1	68	2	1	1	0	1	0
953	雷纳堡副本（周末）-队伍-挑战	86	黄金螺母	1	1	60	0	0	-1	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	0	0	3	12	5	0	0	3000	2000	-1	2	74	34	0	-1	-1	-1	69	2	1	1	0	1	0
954	雷纳堡副本（周末）-单人-简单	109	转换型X01	1	2	20	0	0	0	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	5	0	2	3000	2000	-1	2	45	5	1	-1	-1	2	58	2	1	1	0	2	0
955	雷纳堡副本（周末）-单人-困难	109	转换型X01	1	2	40	0	0	0	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	5	0	2	3000	2000	-1	2	76	10	1	-1	-1	2	59	2	1	1	0	2	0
956	雷纳堡副本（周末）-单人-挑战	109	转换型X01	1	2	60	0	0	0	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	5	0	2	3000	2000	-1	2	77	34	1	-1	-1	2	60	2	1	1	0	2	0
957	雷纳堡副本（周末）-队伍-简单	109	转换型X01	1	2	20	0	0	0	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	5	0	2	3000	2000	-1	2	78	5	1	-1	-1	2	61	2	1	1	0	2	0
958	雷纳堡副本（周末）-队伍-困难	109	转换型X01	1	2	40	0	0	0	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	5	0	2	3000	2000	-1	2	79	10	1	-1	-1	2	62	2	1	1	0	2	0
959	雷纳堡副本（周末）-队伍-挑战	109	转换型X01	1	2	60	0	0	0	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	5	0	2	3000	2000	-1	2	80	34	1	-1	-1	2	63	2	1	1	0	2	0
960	雷纳堡副本（周末）-单人-简单	107	改装型X02	1	2	20	0	0	0	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	5	0	2	3000	2000	-1	2	45	5	1	-1	-1	2	58	2	1	0	0	2	0
961	雷纳堡副本（周末）-单人-困难	107	改装型X02	1	2	40	0	0	0	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	5	0	2	3000	2000	-1	2	76	10	1	-1	-1	2	59	2	1	0	0	2	0
962	雷纳堡副本（周末）-单人-挑战	107	改装型X02	1	2	60	0	0	0	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	5	0	2	3000	2000	-1	2	77	34	1	-1	-1	2	60	2	1	0	0	2	0
963	雷纳堡副本（周末）-队伍-简单	107	改装型X02	1	2	20	0	0	0	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	5	0	2	3000	2000	-1	2	78	5	1	-1	-1	2	61	2	1	0	0	2	0
964	雷纳堡副本（周末）-队伍-困难	107	改装型X02	1	2	40	0	0	0	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	5	0	2	3000	2000	-1	2	79	10	1	-1	-1	2	62	2	1	0	0	2	0
965	雷纳堡副本（周末）-队伍-挑战	107	改装型X02	1	2	60	0	0	0	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	5	0	2	3000	2000	-1	2	80	34	1	-1	-1	2	63	2	1	0	0	2	0
966	雷纳堡副本（周末）-单人-简单	179	仲裁者	1	2	20	0	0	0	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	5	0	2	3000	2000	-1	2	45	5	1	-1	-1	2	58	2	1	1	0	2	0
967	雷纳堡副本（周末）-单人-困难	179	仲裁者	1	2	40	0	0	0	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	5	0	2	3000	2000	-1	2	76	10	1	-1	-1	2	59	2	1	1	0	2	0
968	雷纳堡副本（周末）-单人-挑战	179	仲裁者	1	2	60	0	0	0	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	5	0	2	3000	2000	-1	2	77	34	1	-1	-1	2	60	2	1	1	0	2	0
969	雷纳堡副本（周末）-队伍-简单	179	仲裁者	1	2	20	0	0	0	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	5	0	2	3000	2000	-1	2	78	5	1	-1	-1	2	61	2	1	1	0	2	0
970	雷纳堡副本（周末）-队伍-困难	179	仲裁者	1	2	40	0	0	0	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	5	0	2	3000	2000	-1	2	79	10	1	-1	-1	2	62	2	1	1	0	2	0
971	雷纳堡副本（周末）-队伍-挑战	179	仲裁者	1	2	60	0	0	0	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	5	0	2	3000	2000	-1	2	80	34	1	-1	-1	2	63	2	1	1	0	2	0
972	洱海—NPC	367	魔导师精英	0	0	99	0	0	0	542497	133730	0	64997	89168	64997	89168	17682	10182	10432	9682	0	0	0	0	1200	375	1	0	0	0	0	3000	2000	-1	2	-1	0	1	-1	-1	-1	-1	2	0	0	0	1	0
973	洱海—NPC	364	狂战士精英	0	0	99	0	0	0	542497	133730	0	64997	89168	64997	89168	17682	10182	10432	9682	0	0	0	0	1200	375	1	0	0	0	0	3000	2000	-1	2	-1	0	1	-1	-1	-1	-1	2	0	0	0	1	0
974	洱海—NPC	365	双剑士精英	0	0	99	0	0	0	542497	133730	0	64997	89168	64997	89168	17682	10182	10432	9682	0	0	0	0	1200	375	1	0	0	0	0	3000	2000	-1	2	-1	0	1	-1	-1	-1	-1	2	0	0	0	1	0
975	洱海—NPC	366	弓箭手精英	0	0	99	0	0	0	542497	133730	0	64997	89168	64997	89168	17682	10182	10432	9682	0	0	0	0	1200	375	1	0	0	0	0	3000	2000	-1	2	-1	0	1	-1	-1	-1	-1	2	0	0	0	1	0
976	江湖名人录	0	李狗蛋	0	0	15	0	0	0	6014	1198	0	608	913	608	913	8235	735	985	235	0	0	0	0	1200	375	0	12	5	0	0	3000	2000	-1	2	-1	0	1	-1	-1	-1	-1	2	0	0	0	1	0
977	江湖名人录	1	迷茫的斩魔师	1	0	15	0	0	0	6014	1198	0	608	913	608	913	8235	735	985	235	0	0	0	0	1200	375	1	12	5	0	0	3000	2000	-1	2	-1	0	1	-1	-1	-1	-1	2	0	0	0	1	0
978	江湖名人录	2	安妮	0	0	15	0	0	0	6014	1198	0	608	913	608	913	8235	735	985	235	0	0	0	0	1200	375	0	12	5	0	0	3000	2000	-1	2	-1	0	1	-1	-1	-1	-1	2	0	0	0	1	0
979	江湖名人录	3	菲尔	1	0	15	0	0	0	6014	1198	0	608	913	608	913	8235	735	985	235	0	0	0	0	1200	375	0	12	5	0	0	3000	2000	-1	2	-1	0	1	-1	-1	-1	-1	2	0	0	0	1	0
980	江湖名人录	0	坦克	0	0	15	0	0	0	6014	1198	0	608	913	608	913	8235	735	985	235	0	0	0	0	1200	375	0	12	5	0	0	3000	2000	-1	2	-1	0	1	-1	-1	-1	-1	2	0	0	0	1	0
981	江湖名人录	1	海格克罗斯	1	0	15	0	0	0	6014	1198	0	608	913	608	913	8235	735	985	235	0	0	0	0	1200	375	1	12	5	0	0	3000	2000	-1	2	-1	0	1	-1	-1	-1	-1	2	0	0	0	1	0
982	江湖名人录	2	暴怒的哲学家	0	0	15	0	0	0	6014	1198	0	608	913	608	913	8235	735	985	235	0	0	0	0	1200	375	0	12	5	0	0	3000	2000	-1	2	-1	0	1	-1	-1	-1	-1	2	0	0	0	1	0
983	江湖名人录	3	比利·金	1	0	15	0	0	0	6014	1198	0	608	913	608	913	8235	735	985	235	0	0	0	0	1200	375	0	12	5	0	0	3000	2000	-1	2	-1	0	1	-1	-1	-1	-1	2	0	0	0	1	0
984	江湖名人录	0	梅林	0	0	15	0	0	0	6014	1198	0	608	913	608	913	8235	735	985	235	0	0	0	0	1200	375	0	12	5	0	0	3000	2000	-1	2	-1	0	1	-1	-1	-1	-1	2	0	0	0	1	0
985	江湖名人录	1	大卫·怕高飞	1	0	15	0	0	0	6014	1198	0	608	913	608	913	8235	735	985	235	0	0	0	0	1200	375	0	12	5	0	0	3000	2000	-1	2	-1	0	1	-1	-1	-1	-1	2	0	0	0	1	0
986	江湖名人录	0	罗宾	0	0	40	0	0	0	37074	9202	0	4573	6540	4573	6540	8770	1270	1520	770	0	0	0	0	1200	375	0	12	5	0	0	3000	2000	-1	2	-1	0	1	-1	-1	-1	-1	2	0	0	0	1	0
987	江湖名人录	1	雪伍德伯爵	1	0	40	0	0	0	37074	9202	0	4573	6540	4573	6540	8770	1270	1520	770	0	0	0	0	1200	375	1	12	5	0	0	3000	2000	-1	2	-1	0	1	-1	-1	-1	-1	2	0	0	0	1	0
988	江湖名人录	2	杜兰特	0	0	40	0	0	0	37074	9202	0	4573	6540	4573	6540	8770	1270	1520	770	0	0	0	0	1200	375	0	12	5	0	0	3000	2000	-1	2	-1	0	1	-1	-1	-1	-1	2	0	0	0	1	0
989	江湖名人录	3	格鲁特	1	0	40	0	0	0	37074	9202	0	4573	6540	4573	6540	8770	1270	1520	770	0	0	0	0	1200	375	0	12	5	0	0	3000	2000	-1	2	-1	0	1	-1	-1	-1	-1	2	0	0	0	1	0
990	江湖名人录	0	飞天骑士	0	0	40	0	0	0	37074	9202	0	4573	6540	4573	6540	8770	1270	1520	770	0	0	0	0	1200	375	0	12	5	0	0	3000	2000	-1	2	-1	0	1	-1	-1	-1	-1	2	0	0	0	1	0
991	江湖名人录	1	堕落的地狱使者	1	0	40	0	0	0	37074	9202	0	4573	6540	4573	6540	8770	1270	1520	770	0	0	0	0	1200	375	1	12	5	0	0	3000	2000	-1	2	-1	0	1	-1	-1	-1	-1	2	0	0	0	1	0
992	江湖名人录	2	圣骑士	0	0	40	0	0	0	37074	9202	0	4573	6540	4573	6540	8770	1270	1520	770	0	0	0	0	1200	375	0	12	5	0	0	3000	2000	-1	2	-1	0	1	-1	-1	-1	-1	2	0	0	0	1	0
993	江湖名人录	3	达克赛特	1	0	40	0	0	0	37074	9202	0	4573	6540	4573	6540	8770	1270	1520	770	0	0	0	0	1200	375	0	12	5	0	0	3000	2000	-1	2	-1	0	1	-1	-1	-1	-1	2	0	0	0	1	0
994	江湖名人录	2	罗伊德	0	0	40	0	0	0	37074	9202	0	4573	6540	4573	6540	8770	1270	1520	770	0	0	0	0	1200	375	0	12	5	0	0	3000	2000	-1	2	-1	0	1	-1	-1	-1	-1	2	0	0	0	1	0
995	江湖名人录	3	最帅小七	1	0	40	0	0	0	37074	9202	0	4573	6540	4573	6540	8770	1270	1520	770	0	0	0	0	1200	375	0	12	5	0	0	3000	2000	-1	2	-1	0	1	-1	-1	-1	-1	2	0	0	0	1	0
996	主城	35	江湖郎中	0	0	99	0	0	0	542497	133730	0	64997	89168	64997	89168	17682	10182	10432	9682	0	0	0	0	1200	375	1	12	5	0	0	3000	2000	73	2	-1	0	1	-1	-1	-1	-1	2	0	0	0	1	0
997	主城	154	易之	0	0	99	0	0	0	542497	133730	0	64997	89168	64997	89168	17682	10182	10432	9682	0	0	0	0	1200	375	1	12	5	0	0	3000	2000	74	2	-1	0	1	-1	-1	-1	-1	2	0	0	0	1	0
998	主城	297	恒久远	0	0	99	0	0	0	542497	133730	0	64997	89168	64997	89168	17682	10182	10432	9682	0	0	0	0	1200	375	1	12	5	0	0	3000	2000	75	2	-1	0	1	-1	-1	-1	-1	2	0	0	0	1	0
999	洱海—NPC	21	弓箭手商人	0	0	1	0	0	0	600	150	0	70	196	70	196	8100	600	850	100	0	0	0	0	1200	375	1	0	0	0	0	3000	2000	77	2	-1	0	1	-1	-1	-1	-1	2	0	0	0	1	0
1000	雪原—NPC	21	西域商人	0	0	1	0	0	0	600	150	0	70	196	70	196	8100	600	850	100	0	0	0	0	1200	375	1	0	0	0	0	3000	2000	78	2	-1	0	1	-1	-1	-1	-1	2	0	0	0	1	0
1001	四大恶人-副本入口	375	恶人	0	0	42	0	0	0	6395	0	0	452	646	452	646	10906	0	340	0	0	0	0	0	1200	0	1	0	0	0	0	3000	2000	79	2	5	10	1	-1	-1	-1	-1	2	0	0	0	1	0
1002	四大恶人-副本入口	376	恶人精英	0	0	42	0	0	0	6395	0	0	452	646	452	646	10906	0	340	0	0	0	0	0	1200	0	1	0	0	0	0	3000	2000	80	2	5	10	1	-1	-1	-1	-1	2	0	0	0	1	0
1003	恶人洞	385	蒙面恶人	0	0	1	0	0	0	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	5	1	2	3000	2000	-1	2	162	1	1	-1	-1	-1	76	2	0	1	0	1	0
1004	恶人洞	386	南海恶棍	0	0	1	0	0	0	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	5	1	2	3000	2000	-1	2	162	1	1	-1	-1	-1	76	2	0	1	0	1	0
1005	恶人洞	387	西夏兵	0	0	1	0	0	0	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	5	1	2	3000	2000	-1	2	162	1	1	-1	-1	-1	76	2	0	1	0	1	0
1006	恶人洞	388	西夏守卫	0	0	1	0	0	0	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	5	1	2	3000	2000	-1	2	162	1	1	-1	-1	-1	76	2	0	1	0	1	0
1007	恶人洞	389	穷凶极恶	0	2	1	0	1	33	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	5	0	2	3000	2000	-1	2	164	1	1	-1	-1	-1	77	2	1	1	0	2	0
1008	恶人洞	390	凶神恶煞	0	2	1	0	0	34	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	5	0	2	3000	2000	-1	2	164	1	1	-1	-1	-1	77	2	1	1	0	2	0
1009	恶人洞	391	无恶不作	1	2	1	1	1	35	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	5	0	2	3000	2000	-1	2	164	1	1	-1	-1	-1	77	2	1	1	0	2	0
1010	恶人洞	392	恶贯满盈	0	2	1	1	0	36	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	5	0	2	3000	2000	-1	2	164	1	1	-1	-1	-1	77	2	1	0	0	2	0
1011	精英恶人洞	393	蒙面恶人	0	1	1	0	0	0	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	5	1	2	3000	2000	-1	2	-1	1	1	-1	-1	-1	78	2	0	1	0	1	0
1012	精英恶人洞	394	南海恶棍	0	1	1	0	0	0	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	5	1	2	3000	2000	-1	2	-1	1	1	-1	-1	-1	78	2	0	1	0	1	0
1013	精英恶人洞	395	西夏兵	0	1	1	0	0	0	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	5	1	2	3000	2000	-1	2	-1	1	1	-1	-1	-1	78	2	0	1	0	1	0
1014	精英恶人洞	396	西夏守卫	0	1	1	0	0	0	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	5	1	2	3000	2000	-1	2	-1	1	1	-1	-1	-1	78	2	0	1	0	1	0
1015	精英恶人洞	397	穷凶极恶	0	2	1	0	1	33	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	5	0	2	3000	2000	-1	2	-1	1	1	-1	-1	-1	79	2	1	1	0	1	0
1016	精英恶人洞	398	凶神恶煞	0	2	1	0	0	34	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	5	0	2	3000	2000	-1	2	-1	1	1	-1	-1	-1	79	2	1	1	0	1	0
1017	精英恶人洞	399	无恶不作	1	2	1	1	1	35	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	5	0	2	3000	2000	-1	2	-1	1	1	-1	-1	-1	79	2	1	1	0	1	0
1018	精英恶人洞	400	恶贯满盈	0	2	1	1	0	36	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	5	0	2	3000	2000	-1	2	-1	1	1	-1	-1	-1	79	2	1	0	0	1	0
1019	恶人洞-云中鹤镜像	389	穷凶极恶	0	2	1	0	1	38	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	200	200	0	2	3000	2000	-1	2	-1	1	1	270	-1	-1	80	2	1	1	0	1	0
1020	精英恶人洞-云中鹤镜像	397	穷凶极恶	0	2	1	0	1	38	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	200	200	0	2	3000	2000	-1	2	-1	1	1	270	-1	-1	81	2	1	1	0	1	0
1021	小怪-年兽爪牙	406	年兽爪牙	0	1	1	0	0	0	18	0	0	1	1	1	1	486	0	13	0	0	0	0	0	1200	375	3	12	5	0	2	3000	2000	-1	2	160	1	1	-1	-1	-1	82	2	0	1	0	1	0
1022	Boss-年兽	407	年兽	0	2	1	1	1	37	18	0	0	1	1	1	1	486	0	13	0	0	0	0	0	1200	375	3	12	5	0	2	3000	2000	-1	2	161	1	1	-1	-1	-1	83	2	0	1	0	1	0
1023	接引-年兽	408	年兽幻影	0	2	60	1	1	0	122299	30136	0	14656	20084	14656	20084	10107	2607	2857	2107	0	0	0	0	1200	375	1	12	5	0	2	3000	2000	81	2	-1	0	1	-1	-1	-1	-1	2	0	1	0	1	0
1024	丐帮—NPC	154	徐长老	0	0	99	0	0	0	542497	133730	0	64997	89168	64997	89168	17682	10182	10432	9682	0	0	0	0	1200	375	1	0	0	0	0	3000	2000	82	2	-1	0	1	-1	-1	-1	-1	2	0	0	0	1	0
